index,inputs,context,topic,org_label,set-0,id,string_label,label
153,"(('be', 0, 41, 43),)","('What knowledge do they seek that can not be found in society at large ?',)",,VB,train,153,14,14
154,"(('found', 0, 44, 49),)","('What knowledge do they seek that can not be found in society at large ?',)",,VBN,train,154,6,6
155,"(('in', 0, 50, 52),)","('What knowledge do they seek that can not be found in society at large ?',)",,IN,train,155,2,2
156,"(('society', 0, 53, 60),)","('What knowledge do they seek that can not be found in society at large ?',)",,NN,train,156,3,3
157,"(('at', 0, 61, 63),)","('What knowledge do they seek that can not be found in society at large ?',)",,IN,train,157,2,2
158,"(('large', 0, 64, 69),)","('What knowledge do they seek that can not be found in society at large ?',)",,JJ,train,158,0,0
159,"(('?', 0, 70, 71),)","('What knowledge do they seek that can not be found in society at large ?',)",,.,train,159,8,8
160,"(('And', 0, 0, 3),)","('And what effect does their return have on campus ?',)",,CC,train,160,20,20
161,"(('what', 0, 4, 8),)","('And what effect does their return have on campus ?',)",,WDT,train,161,23,23
162,"(('effect', 0, 9, 15),)","('And what effect does their return have on campus ?',)",,NN,train,162,3,3
163,"(('does', 0, 16, 20),)","('And what effect does their return have on campus ?',)",,VBZ,train,163,5,5
164,"(('their', 0, 21, 26),)","('And what effect does their return have on campus ?',)",,PRP$,train,164,19,19
165,"(('return', 0, 27, 33),)","('And what effect does their return have on campus ?',)",,NN,train,165,3,3
166,"(('have', 0, 34, 38),)","('And what effect does their return have on campus ?',)",,VBP,train,166,12,12
167,"(('on', 0, 39, 41),)","('And what effect does their return have on campus ?',)",,IN,train,167,2,2
168,"(('campus', 0, 42, 48),)","('And what effect does their return have on campus ?',)",,NN,train,168,3,3
169,"(('?', 0, 49, 50),)","('And what effect does their return have on campus ?',)",,.,train,169,8,8
170,"(('Morris', 0, 0, 6),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NNP,train,170,16,16
171,"(('Chang', 0, 7, 12),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NNP,train,171,16,16
172,"((',', 0, 13, 14),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,",",train,172,4,4
173,"(('chairman', 0, 15, 23),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,173,3,3
174,"(('of', 0, 24, 26),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,IN,train,174,2,2
175,"(('TSMC', 0, 27, 31),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NNP,train,175,16,16
176,"(('and', 0, 32, 35),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,CC,train,176,20,20
177,"(('a', 0, 36, 37),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,DT,train,177,7,7
178,"(('leading', 0, 38, 45),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,VBG,train,178,10,10
179,"(('light', 0, 46, 51),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,179,3,3
180,"(('of', 0, 52, 54),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,IN,train,180,2,2
181,"(('Taiwan', 0, 55, 61),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NNP,train,181,16,16
182,"((""'s"", 0, 62, 64),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,POS,train,182,26,26
183,"(('high', 0, 65, 69),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,JJ,train,183,0,0
184,"(('-', 0, 70, 71),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,HYPH,train,184,21,21
185,"(('tech', 0, 72, 76),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,185,3,3
186,"(('industry', 0, 77, 85),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,186,3,3
187,"((',', 0, 86, 87),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,",",train,187,4,4
188,"(('is', 0, 88, 90),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,VBZ,train,188,5,5
189,"(('the', 0, 91, 94),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,DT,train,189,7,7
190,"(('hottest', 0, 95, 102),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,JJS,train,190,27,27
191,"(('university', 0, 103, 113),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,191,3,3
192,"(('lecturer', 0, 114, 122),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,NN,train,192,3,3
193,"(('around', 0, 123, 129),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,RB,train,193,9,9
194,"(('.', 0, 130, 131),)","(""Morris Chang , chairman of TSMC and a leading light of Taiwan 's high - tech industry , is the hottest university lecturer around ."",)",,.,train,194,8,8
195,"(('Two', 0, 0, 3),)","(""Two years ago , National Chiaotung University invited Chang , one of the Taiwan IT sector 's most prominent success stories , to lecture to students in its MBA program for top managers , single - handedly raising awareness of executive MBA -LRB- EMBA -RRB- programs ."",)",,CD,train,195,11,11
196,"(('years', 0, 4, 9),)","(""Two years ago , National Chiaotung University invited Chang , one of the Taiwan IT sector 's most prominent success stories , to lecture to students in its MBA program for top managers , single - handedly raising awareness of executive MBA -LRB- EMBA -RRB- programs ."",)",,NNS,train,196,1,1
